class,SignalEnergy,XAmplitude,YAmplitude,ZAmplitude,GradientDirection,GradientNormSteep
clap,8797.655562889768,1.1344351707795644,0.07989063088962878,3.3342850700070685,-2.1772791722843468,5.98621779454201
clap,5072.026397331339,10.68993103514869,12.65824040056233,3.73850460824064,-2.2965742333017785,8.781134641190244
clap,9276.468451892622,4.672205157028733,5.716551782356547,8.152689700636332,-2.3362972407444142,8.036218944713923
clap,6613.221392908774,1.9796926163301654,2.630957865901472,0.03042478504143653,-2.278852235016663,5.0899402003345235
clap,6344.835999717513,0.9478598400845928,3.9561886329457403,5.805850109059238,-2.3141076222977537,9.419145674285097
clap,5460.933624731625,14.00949197925827,16.459815266768196,13.256211434548153,-2.293908626238684,14.812284720640877
clap,5739.361765243452,14.544960875594931,16.666825712518467,2.673022688187309,-2.2873626700196468,13.670765544487011
clap,9192.162077204073,2.0337756943452314,0.459588909522906,3.5347160708190386,-2.2875506848048444,4.362629592562825
clap,7393.922921494266,17.478497100860142,20.46755767012449,5.608495853994191,-2.273898581438643,15.422477110469215
clap,7603.169491999808,18.848915002400656,21.272473636064284,0.011007327449138182,-2.321865669723343,17.517806826987506
clap,8034.083220965471,2.8392993047585717,3.572285725229099,3.7354143068477796,-2.3139212018397863,4.5702117965291995
clap,6330.87856163705,1.7786299051538255,1.4337777000349663,3.831417081249452,-2.3064418018566686,5.301144170754072
clap,11512.010756511292,18.70983020604171,19.211080790469733,4.6169072636279616,-2.3452079920292923,17.113249548349316
clap,7493.7522785220335,5.226623348245598,6.478261853174797,0.2712549203030161,-2.3145380663074917,8.059691434772338
clap,7595.692511199759,17.187758378609757,19.23036402586234,23.51968477875415,-2.284050038113705,12.497358767688185
clap,6896.314954712558,14.193979684849127,15.954697230361916,14.487175658064007,-2.28551436332041,10.201239166103845
clap,5608.141964421391,2.1751808328868365,2.429666269087711,1.878051312559438,-2.318150035600186,11.042832846099078
clap,5530.527491042652,3.049378113775459,3.316094118788351,2.910843861906185,-2.2903117772921786,9.105213354341261
clap,5341.213988537969,2.6701341161726933,3.442540728085896,4.575786029157597,-2.3353875677727713,10.13422174055941
clap,6154.307258828993,3.2322297828917073,3.1248511357390627,4.821171737000283,-2.3144572029149937,10.854522850464758
circle,4129.310312732386,0.05948569351677865,0.22960670843129927,0.15556000319572316,-2.241042485955605,1.0703610267438706
circle,3646.401335834417,0.434094667611332,0.517903152925175,0.6959682437107604,0.5959306038789622,1.1907998943093363
circle,9027.355678868269,0.9410326138777011,0.5778439607592328,0.901494038536387,0.8069995789146842,1.5056348265902857
circle,5467.115269354065,0.4870494406703722,0.1808971918065207,0.9188455920636601,0.8737985635357289,1.9758254963853819
circle,4566.759165122383,1.0353292351283039,1.1803390682897832,1.3599086899956214,0.8548312501464913,1.7482852865806817
circle,6714.680390149277,0.5963464861771759,0.16309031978422844,0.4333705435300663,-2.35504842921528,2.116325779642607
circle,4624.548085406144,1.0971474938382275,0.5142729268002557,0.39229339324863366,0.867054051354331,1.469606614001605
circle,5627.335301963331,0.027373182327679584,0.35590873619965396,0.3520655123419446,0.9061822621472121,2.1480466560708438
circle,5713.06436034422,1.452959132530244,1.0650761046295814,0.8171620476369318,0.8815590595084744,2.2701673232298454
circle,4310.868345612572,1.3370709190800214,0.8988409967523227,0.20713013507163366,0.9010679180215209,2.1827379133441736
circle,9468.387631624411,0.7552039996208968,0.7645878250398552,0.507983693426776,0.8821985197192569,3.137628240261598
circle,3231.5391568932682,0.8263702966814979,0.6116427044745378,0.5282686473829072,0.9344549223010116,1.6474648187082475
circle,6903.210992590451,1.0169148485615018,1.64097293309724,0.9516579608541811,0.9107186403940979,3.756941701549829
circle,7085.259726443169,3.8011896602209228,1.886500477666189,0.16263677360857942,0.8636585174147501,2.9087143366879498
circle,5799.500621161523,0.3764948315692367,1.5872553977174544,1.357685242588339,0.8649815310867691,3.1685015055843135
circle,4671.42081921552,0.5966677249362805,0.30956219404572516,1.027696880868832,0.8725139660178974,3.1812266083970373
circle,8292.610511843175,1.1966174622398218,1.1444858732592083,0.8863361314418691,-2.3221844251911956,2.3123968821931977
circle,3637.893108380746,1.7939200883257684,1.2706580629298507,0.5868226423900889,0.8903088230140436,2.7087195496671255
circle,8003.691165281367,0.8244002830659585,0.3839087884116146,1.9683438245872562,-2.665987930961757,3.678199068776989
circle,10407.994132227921,0.15537542618016054,0.9265599174292171,1.1973949006827123,2.3213907876662354,3.6451159146863072
